entity_type,entity_id,entity_name,report_date,year,source_sheet,revenue,revenue_growth_pct,gross_profit,ebit,depreciation,ebitda,ebitda_margin,nie,net_income,cash,accounts_receivable,inventory,accounts_payable,total_assets,equity,current_assets,current_liabilities,total_interest_bearing_debt,net_debt,equity_ratio,current_ratio,net_debt_to_ebitda,icrm,dso_days,dio_days,dpo_days,financial_cycle_days,average_capital_need
GROUP,GROUP_UNMAPPED_33929610,UNMAPPED_33929610,2026-01-01,2025,03_Group_Aggregated,14250.0,,5130.0,2280.0,641.25,2921.25,0.205,256.5,2493.75,641.89,2114.7,1739.8400000000001,1614.3600000000001,16278.0,6836.76,7487.88,6345.66,3566.0600000000004,2924.1700000000005,0.42000000000000004,1.180000189105625,1.0009995721009843,11.38888888888889,54.16599999999999,74.89802152439924,69.4962582927908,59.56776323160844,1488.3780840336135
GROUP,GROUP_UNMAPPED_35251665,UNMAPPED_35251665,2026-01-01,2025,03_Group_Aggregated,14000.0,,5040.0,2240.0,630.0,2870.0,0.205,252.0,2450.0,630.63,2077.6,1709.3200000000002,1586.03,15984.0,6713.28,7352.64,6231.05,3503.51,2872.88,0.42,1.1800001604865953,1.0010034843205575,11.38888888888889,54.166,74.89817527010806,69.49591236494598,59.56826290516207,1462.2784537815128
GROUP,GROUP_UNMAPPED_35495114,UNMAPPED_35495114,2026-01-01,2025,03_Group_Aggregated,10500.0,,3780.0,1680.0,472.5,2152.5,0.205,189.0,1837.5,472.97,1558.2,1281.99,1189.53,11868.0,4984.56,5459.28,4626.51,2627.63,2154.66,0.42000000000000004,1.1799996109378343,1.0010034843205575,11.38888888888889,54.166,74.89817527010804,69.49635054021608,59.56782472989194,1096.7007731092433
GROUP,GROUP_UNMAPPED_35672132,UNMAPPED_35672132,2026-01-01,2025,03_Group_Aggregated,13375.0,,4815.0,2140.0,601.88,2741.88,0.20500037383177572,240.75,2340.63,602.48,1984.85,1633.0,1515.23,15249.0,6404.58,7014.54,5944.53,3347.1,2744.62,0.42,1.1799990916018592,1.0009993143390665,11.388909657320873,54.166,74.89771453559383,69.49618125889029,59.56753327670353,1396.9810543796773
GROUP,GROUP_UNMAPPED_35720615,UNMAPPED_35720615,2026-01-01,2025,03_Group_Aggregated,13625.0,,4905.0,2180.0,613.12,2793.12,0.20499963302752292,245.25,2384.37,613.74,2021.95,1663.53,1543.5500000000002,15543.0,6528.06,7149.78,6059.14,3409.64,2795.8999999999996,0.42000000000000004,1.1799991417923994,1.000995302743885,11.388868501529052,54.166,74.89792003828846,69.49600216112735,59.56791787716112,1423.10203805163
GROUP,GROUP_UNMAPPED_35863179,UNMAPPED_35863179,2026-01-01,2025,03_Group_Aggregated,11375.0,,4095.0,1820.0,511.88,2331.88,0.20500043956043956,204.75,1990.63,512.39,1688.05,1388.8200000000002,1288.6499999999999,12897.0,5416.74,5932.62,5027.64,2846.6,2334.21,0.42,1.1800009547222952,1.0009991937835565,11.38891330891331,54.166,74.89809577844365,69.4959974113934,59.568098367050226,1188.0979619510292
GROUP,GROUP_UNMAPPED_36866563,UNMAPPED_36866563,2026-01-01,2025,03_Group_Aggregated,15125.0,,5445.0,2420.0,680.62,3100.62,0.2049996694214876,272.25,2646.87,681.31,2244.55,1846.67,1713.48,17307.0,7268.94,7961.22,6746.8,3785.03,3103.7200000000003,0.42,1.1799994071263413,1.0009998000399922,11.388870523415978,54.16600000000001,74.8978874100216,69.49592083010162,59.56796657991998,1579.7751136811655
GROUP,GROUP_UNMAPPED_36867724,UNMAPPED_36867724,2026-01-01,2025,03_Group_Aggregated,7250.0,,2610.0,1160.0,326.25,1486.25,0.205,130.5,1268.75,326.58,1075.9,885.1800000000001,821.34,8046.0,3379.32,3701.16,3136.58,1814.31,1487.73,0.42000000000000004,1.1799985971982223,1.0009957947855341,11.38888888888889,54.16600000000001,74.89787308026659,69.49616922631122,59.56770385395538,757.2442352941176
GROUP,GROUP_UNMAPPED_37037544,UNMAPPED_37037544,2026-01-01,2025,03_Group_Aggregated,8500.0,,3060.0,1360.0,382.5,1742.5,0.205,153.0,1487.5,382.88,1261.4,1037.79,962.9499999999999,9516.0,3996.72,4377.36,3709.63,2127.13,1744.25,0.42,1.179999083466545,1.0010043041606886,11.38888888888889,54.166000000000004,74.8973504695996,69.49614434008897,59.56720612951064,887.796168067227
GROUP,GROUP_UNMAPPED_37129163,UNMAPPED_37129163,2026-01-01,2025,03_Group_Aggregated,5250.0,,1890.0,840.0,236.25,1076.25,0.205,94.5,918.75,236.49,779.1,640.99,594.76,5694.0,2391.48,2619.24,2219.69,1313.82,1077.33,0.42,1.1800026129774877,1.0010034843205575,11.38888888888889,54.166,74.89759103641457,69.49576630652261,59.56782472989194,548.3503865546217
GROUP,GROUP_UNMAPPED_37197929,UNMAPPED_37197929,2026-01-01,2025,03_Group_Aggregated,11750.0,,4230.0,1880.0,528.75,2408.75,0.205,211.5,2056.25,529.28,1743.7,1434.61,1331.13,13338.0,5601.96,6135.48,5199.56,2940.4400000000005,2411.1600000000008,0.42,1.1799998461408272,1.00100051894136,11.38888888888889,54.166,74.89828714464508,69.49579116753084,59.56849597711424,1227.2742184873948
GROUP,GROUP_UNMAPPED_37278720,UNMAPPED_37278720,2026-01-01,2025,03_Group_Aggregated,7375.0,,2655.0,1180.0,331.88,1511.88,0.20500067796610172,132.75,1290.63,332.21,1094.45,900.44,835.5,8193.0,3441.06,3768.78,3193.88,1845.6,1513.3899999999999,0.42,1.1800005009580823,1.000998756515067,11.388926553672317,54.166,74.89781500961688,69.49616236566001,59.56765264395685,770.2995081629488
GROUP,GROUP_UNMAPPED_37351098,UNMAPPED_37351098,2026-01-01,2025,03_Group_Aggregated,12875.0,,4635.0,2060.0,579.38,2639.38,0.20500038834951456,231.75,2253.13,579.95,1910.65,1571.96,1458.59,14661.0,6157.62,6744.06,5715.31,3221.97,2642.0199999999995,0.42,1.1799989851819062,1.0010002349036513,11.38891046386192,54.166,74.89803697350868,69.49637888317133,59.567658090337346,1344.7602812722732
GROUP,GROUP_UNMAPPED_37412312,UNMAPPED_37412312,2026-01-01,2025,03_Group_Aggregated,12125.0,,4365.0,1940.0,545.62,2485.62,0.20499958762886597,218.25,2121.87,546.17,1799.35,1480.39,1373.6100000000001,13779.0,5787.18,6338.34,5371.47,3034.28,2488.11,0.42000000000000004,1.1800010053113952,1.0010017621358052,11.388865979381443,54.166,74.89796073952301,69.49559768129764,59.56836305822536,1266.4397187173392
GROUP,GROUP_UNMAPPED_37893933,UNMAPPED_37893933,2026-01-01,2025,03_Group_Aggregated,11875.0,,4275.0,1900.0,534.38,2434.38,0.20500042105263158,213.75,2078.13,534.91,1762.25,1449.8700000000001,1345.3000000000002,13485.0,5663.7,6203.1,5256.86,2971.7200000000003,2436.8100000000004,0.42,1.1800009891836574,1.0009982007739138,11.388912280701755,54.166,74.89824672144837,69.49630747195576,59.56793924949261,1240.3187350579283
GROUP,GROUP_UNMAPPED_37971230,UNMAPPED_37971230,2026-01-01,2025,03_Group_Aggregated,16875.0,,6075.0,2700.0,759.38,3459.38,0.2050002962962963,303.75,2953.13,760.13,2504.25,2060.34,1911.74,19365.0,8133.3,8907.9,7549.07,4222.969999999999,3462.8399999999992,0.42,1.1799996555867147,1.0010001792228662,11.38890534979424,54.166,74.8981736187606,69.49621636910867,59.56795724965194,1762.5587350581945
GROUP,GROUP_UNMAPPED_38013278,UNMAPPED_38013278,2026-01-01,2025,03_Group_Aggregated,16125.0,,5805.0,2580.0,725.62,3305.62,0.2049996899224806,290.25,2821.87,726.35,2392.95,1968.76,1826.76,18483.0,7762.86,8502.18,7205.24,4035.2800000000007,3308.9300000000007,0.42,1.1799995558787773,1.0010013250161849,11.388871662360033,54.16599999999999,74.8977422199246,69.49562139502501,59.56812082489958,1684.2274161999005
GROUP,GROUP_UNMAPPED_38092323,UNMAPPED_38092323,2026-01-01,2025,03_Group_Aggregated,14125.0,,5085.0,2260.0,635.62,2895.62,0.2049996460176991,254.25,2471.87,636.26,2096.15,1724.58,1600.19,16131.0,6775.02,7420.26,6288.36,3534.77,2898.51,0.42000000000000004,1.1799992366849228,1.0009980591375942,11.388869223205505,54.166,74.89805315799619,69.49582836568551,59.56822479231066,1475.3335674588723
GROUP,GROUP_UNMAPPED_38305367,UNMAPPED_38305367,2026-01-01,2025,03_Group_Aggregated,8625.0,,3105.0,1380.0,388.12,1768.12,0.20499942028985507,155.25,1509.37,388.51,1279.95,1053.06,977.1099999999999,9663.0,4058.46,4444.98,3766.93,2158.4,1769.89,0.42,1.1800006902172326,1.0010010632762483,11.388856682769726,54.166,74.89787368371825,69.49600341395356,59.56787026976468,900.8620380523316
GROUP,GROUP_UNMAPPED_38737616,UNMAPPED_38737616,2026-01-01,2025,03_Group_Aggregated,16500.0,,5940.0,2640.0,742.5,3382.5,0.205,297.0,2887.5,743.24,2448.6,2014.56,1869.26,18924.0,7948.08,8705.04,7377.15,4129.13,3385.8900000000003,0.42,1.1800004066611092,1.0010022172949002,11.38888888888889,54.166,74.8983346065699,69.49629742806214,59.568037178507765,1723.3930756302523
GROUP,GROUP_UNMAPPED_38897719,UNMAPPED_38897719,2026-01-01,2025,03_Group_Aggregated,15375.0,,5535.0,2460.0,691.88,3151.88,0.20500032520325204,276.75,2690.63,692.57,2281.65,1877.19,1741.8000000000002,17601.0,7392.42,8096.46,6861.41,3847.6,3155.0299999999997,0.42,1.1799994461779721,1.0009994035305911,11.388906955736225,54.166,74.8978314670118,69.49591828703603,59.56791317997576,1605.8856594272918
GROUP,GROUP_UNMAPPED_39215751,UNMAPPED_39215751,2026-01-01,2025,03_Group_Aggregated,11125.0,,4005.0,1780.0,500.62,2280.62,0.20499955056179775,200.25,1946.87,501.13,1650.95,1358.29,1260.32,12603.0,5293.26,5797.38,4913.03,2784.0299999999997,2282.8999999999996,0.42000000000000004,1.1800009362857544,1.000999728144101,11.388863920099874,54.166,74.89762636379842,69.49545123561421,59.56817512818421,1161.9874161991002
GROUP,GROUP_UNMAPPED_39237508,UNMAPPED_39237508,2026-01-01,2025,03_Group_Aggregated,15750.0,,5670.0,2520.0,708.75,3228.75,0.205,283.5,2756.25,709.46,2337.3,1922.98,1784.28,18042.0,7577.64,8299.32,7033.32,3941.44,3231.98,0.42000000000000004,1.1800003412328743,1.0010003871467286,11.38888888888889,54.166000000000004,74.89798052554355,69.4957663065226,59.568214219020945,1645.0619159663868
GROUP,GROUP_UNMAPPED_39387655,UNMAPPED_39387655,2026-01-01,2025,03_Group_Aggregated,14500.0,,5220.0,2320.0,652.5,2972.5,0.205,261.0,2537.5,653.15,2151.8,1770.3600000000001,1642.68,16572.0,6960.24,7623.12,6460.27,3628.63,2975.48,0.42,1.1800002167092087,1.0010025231286797,11.38888888888889,54.16600000000001,74.89787308026659,69.49616922631122,59.56770385395538,1514.4884705882353
GROUP,GROUP_UNMAPPED_39615460,UNMAPPED_39615460,2026-01-01,2025,03_Group_Aggregated,12750.0,,4590.0,2040.0,573.75,2613.75,0.205,229.5,2231.25,574.32,1892.1,1556.7,1444.42,14514.0,6095.88,6676.44,5658.0,3190.6899999999996,2616.3699999999994,0.42,1.18,1.0010023912003825,11.38888888888889,54.166,74.89807217004449,69.49590377327402,59.56816839677046,1331.715764705882
GROUP,GROUP_UNMAPPED_39681292,UNMAPPED_39681292,2026-01-01,2025,03_Group_Aggregated,8250.0,,2970.0,1320.0,371.25,1691.25,0.205,148.5,1443.75,371.62,1224.3,1007.27,934.63,9222.0,3873.24,4242.12,3595.02,2064.56,1692.94,0.42,1.1799989986147503,1.0009992609017,11.38888888888889,54.166,74.89759103641457,69.49629742806214,59.567293608352415,861.6857815126048
GROUP,GROUP_UNMAPPED_40292090,UNMAPPED_40292090,2026-01-01,2025,03_Group_Aggregated,6000.0,,2160.0,960.0,270.0,1230.0,0.205,108.0,1050.0,270.27,890.4,732.56,679.73,6576.0,2761.92,3024.96,2563.53,1501.5,1231.23,0.42,1.1799978935296251,1.0010000000000001,11.38888888888889,54.166,74.89759103641455,69.49620448179272,59.567386554621834,626.6815462184873
GROUP,GROUP_UNMAPPED_40334224,UNMAPPED_40334224,2026-01-01,2025,03_Group_Aggregated,7875.0,,2835.0,1260.0,354.38,1614.38,0.20500063492063494,141.75,1378.13,354.73,1168.65,961.49,892.15,8781.0,3688.02,4039.26,3423.1,1970.72,1615.99,0.42,1.1800005842657242,1.0009972868841288,11.388924162257496,54.166000000000004,74.89806044877731,69.49661944417174,59.567441004605584,822.5202812690744
GROUP,GROUP_UNMAPPED_40489427,UNMAPPED_40489427,2026-01-01,2025,03_Group_Aggregated,15250.0,,5490.0,2440.0,686.25,3126.25,0.205,274.5,2668.75,686.94,2263.1,1861.93,1727.6399999999999,17454.0,7330.68,8028.84,6804.1,3816.31,3129.37,0.42000000000000004,1.1800002939404182,1.0009980007996802,11.38888888888889,54.166,74.89785920925748,69.49591954814713,59.56793966111036,1592.830386554622
GROUP,GROUP_UNMAPPED_40532173,UNMAPPED_40532173,2026-01-01,2025,03_Group_Aggregated,5625.0,,2025.0,900.0,253.12,1153.12,0.2049991111111111,101.25,984.37,253.38,834.75,686.78,637.25,6135.0,2576.7,2822.1,2391.61,1407.64,1154.2600000000002,0.42,1.1800000836256745,1.0009886221728879,11.388839506172838,54.166,74.89802442872167,69.49644146189884,59.567582966822826,587.5158867960607
GROUP,GROUP_UNMAPPED_40548267,UNMAPPED_40548267,2026-01-01,2025,03_Group_Aggregated,8125.0,,2925.0,1300.0,365.62,1665.62,0.2049993846153846,146.25,1421.87,365.99,1205.75,992.01,920.46,9075.0,3811.5,4174.5,3537.71,2033.28,1667.29,0.42,1.1800006218712105,1.0010026296514212,11.3888547008547,54.166,74.89763940774205,69.49555061869361,59.56808878904843,848.641264939868
GROUP,GROUP_UNMAPPED_40581739,UNMAPPED_40581739,2026-01-01,2025,03_Group_Aggregated,12375.0,,4455.0,1980.0,556.88,2536.88,0.20500040404040404,222.75,2165.63,557.43,1836.45,1510.91,1401.94,14073.0,5910.66,6473.58,5486.08,3096.8500000000004,2539.4200000000005,0.42,1.1800010207652822,1.0010012298571476,11.388911335578003,54.166,74.89788975325678,69.4960967633286,59.56779298992818,1292.539508165017
GROUP,GROUP_UNMAPPED_40720198,UNMAPPED_40720198,2026-01-01,2025,03_Group_Aggregated,16750.0,,6030.0,2680.0,753.75,3433.75,0.205,301.5,2931.25,754.5,2485.7,2045.08,1897.57,19218.0,8071.56,8840.28,7491.76,4191.69,3437.1899999999996,0.42000000000000004,1.1800004271359468,1.0010018201674553,11.38888888888889,54.16599999999999,74.89820142982566,69.49585350558132,59.568347924244335,1749.5142184873953
GROUP,GROUP_UNMAPPED_40861875,UNMAPPED_40861875,2026-01-01,2025,03_Group_Aggregated,13125.0,,4725.0,2100.0,590.62,2690.62,0.20499961904761904,236.25,2296.87,591.22,1947.75,1602.48,1486.8999999999999,14955.0,6281.1,6879.3,5829.92,3284.5299999999997,2693.3099999999995,0.42000000000000004,1.179999039437934,1.0009997695698387,11.388867724867724,54.166,74.89777677613331,69.49572181146263,59.568054964670665,1370.881264940366
GROUP,GROUP_UNMAPPED_40976600,UNMAPPED_40976600,2026-01-01,2025,03_Group_Aggregated,8375.0,,3015.0,1340.0,376.88,1716.88,0.20500059701492537,150.75,1465.63,377.25,1242.85,1022.53,948.79,9369.0,3934.98,4309.74,3652.32,2095.85,1718.6,0.42,1.1800006571165724,1.0010018172498951,11.388922056384743,54.16599999999999,74.89754410891169,69.49628947326173,59.56725463564996,874.741054375572
GROUP,GROUP_UNMAPPED_41041279,UNMAPPED_41041279,2026-01-01,2025,03_Group_Aggregated,11625.0,,4185.0,1860.0,523.12,2383.12,0.20499956989247312,209.25,2034.37,523.65,1725.15,1419.3500000000001,1316.9699999999998,13191.0,5540.22,6067.86,5142.25,2909.15,2385.5,0.42000000000000004,1.180000972337012,1.000998690791903,11.388864994026283,54.166,74.89832843709881,69.49579145510691,59.56853698199191,1214.2189456055337
GROUP,GROUP_UNMAPPED_41054005,UNMAPPED_41054005,2026-01-01,2025,03_Group_Aggregated,6375.0,,2295.0,1020.0,286.88,1306.88,0.2050007843137255,114.75,1115.63,287.16,946.05,778.35,722.21,7017.0,2947.14,3227.82,2735.44,1595.3600000000001,1308.2,0.42,1.1800002924575206,1.0010100391772772,11.388932461873639,54.166,74.89817089889063,69.49599538111107,59.56817551777954,665.8579619521657
GROUP,GROUP_UNMAPPED_41126163,UNMAPPED_41126163,2026-01-01,2025,03_Group_Aggregated,16625.0,,5985.0,2660.0,748.12,3408.12,0.20499969924812028,299.25,2909.37,748.87,2467.15,2029.8200000000002,1883.4099999999999,19071.0,8009.82,8772.66,7434.46,4160.400000000001,3411.5300000000007,0.42,1.1799996233754704,1.0010005516237694,11.388872180451127,54.166,74.89822965907392,69.49585417534381,59.56837548373012,1736.4589456079136
GROUP,GROUP_UNMAPPED_41162327,UNMAPPED_41162327,2026-01-01,2025,03_Group_Aggregated,14875.0,,5355.0,2380.0,669.38,3049.38,0.2050003361344538,267.75,2603.13,670.04,2207.45,1816.1499999999999,1685.1599999999999,17013.0,7145.46,7825.98,6632.19,3722.4700000000003,3052.4300000000003,0.42,1.1799993667250184,1.0010002033200192,11.38890756302521,54.16599999999999,74.89811448237523,69.49608050057509,59.56803398180014,1553.6648863198284
GROUP,GROUP_UNMAPPED_41201418,UNMAPPED_41201418,2026-01-01,2025,03_Group_Aggregated,15000.0,,5400.0,2400.0,675.0,3075.0,0.205,270.0,2625.0,675.67,2226.0,1831.41,1699.32,17160.0,7207.2,7893.6,6689.49,3753.76,3078.09,0.42,1.1800002690788087,1.0010048780487806,11.38888888888889,54.166,74.898,69.496,59.568,1566.7199999999998
GROUP,GROUP_UNMAPPED_41403314,UNMAPPED_41403314,2026-01-01,2025,03_Group_Aggregated,5500.0,,1980.0,880.0,247.5,1127.5,0.205,99.0,962.5,247.75,816.2,671.51,623.09,5988.0,2514.96,2754.48,2334.31,1376.3700000000001,1128.6200000000001,0.42,1.179997515325728,1.0009933481152995,11.38888888888889,54.166,74.89721925133689,69.4966692131398,59.56655003819708,574.4500168067225
GROUP,GROUP_UNMAPPED_41747399,UNMAPPED_41747399,2026-01-01,2025,03_Group_Aggregated,15500.0,,5580.0,2480.0,697.5,3177.5,0.205,279.0,2712.5,698.2,2300.2,1892.46,1755.9699999999998,17748.0,7454.16,8164.08,6918.71,3878.87,3180.67,0.42,1.1800003179783514,1.0009976396538158,11.38888888888889,54.16599999999999,74.89811873136351,69.49623746272702,59.56788126863647,1618.9407731092433
GROUP,GROUP_UNMAPPED_41810266,UNMAPPED_41810266,2026-01-01,2025,03_Group_Aggregated,16250.0,,5850.0,2600.0,731.25,3331.25,0.205,292.5,2843.75,731.98,2411.5,1984.02,1840.93,18630.0,7824.6,8569.8,7262.54,4066.56,3334.58,0.42000000000000004,1.1800003855400452,1.0009996247654784,11.38888888888889,54.166,74.89771687136394,69.49600000000001,59.56771687136393,1697.2719327731093
GROUP,GROUP_UNMAPPED_42071643,UNMAPPED_42071643,2026-01-01,2025,03_Group_Aggregated,10000.0,,3600.0,1600.0,450.0,2050.0,0.205,180.0,1750.0,450.45,1484.0,1220.94,1132.88,11280.0,4737.6,5188.8,4397.29,2502.5000000000005,2052.0500000000006,0.42000000000000004,1.1799994996918557,1.0010000000000003,11.38888888888889,54.166,74.89800000000001,69.496,59.568000000000026,1044.4800000000005
GROUP,GROUP_UNMAPPED_42751799,UNMAPPED_42751799,2026-01-01,2025,03_Group_Aggregated,5125.0,,1845.0,820.0,230.62,1050.62,0.2049990243902439,92.25,896.87,230.86,760.55,625.73,580.6,5547.0,2329.74,2551.62,2162.39,1282.53,1051.67,0.42,1.1799999075097463,1.000999409872266,11.388834688346883,54.166,74.89766772261902,69.49576635250445,59.56790137011457,535.2951136821255
GROUP,GROUP_UNMAPPED_43090747,UNMAPPED_43090747,2026-01-01,2025,03_Group_Aggregated,13500.0,,4860.0,2160.0,607.5,2767.5,0.205,243.0,2362.5,608.11,2003.4,1648.26,1529.3899999999999,15396.0,6466.32,7082.16,6001.83,3378.3700000000003,2770.26,0.42,1.1800000999695093,1.0009972899728998,11.38888888888889,54.166,74.89759103641457,69.49609088079676,59.56750015561779,1410.0361680672265
GROUP,GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,03_Group_Aggregated,10250.0,,3690.0,1640.0,461.25,2101.25,0.205,184.5,1793.75,461.71,1521.1,1251.46,1161.2,11574.0,4861.08,5324.04,4511.9,2565.06,2103.35,0.42,1.1799995567277644,1.0009994051160023,11.38888888888889,54.166,74.89779053084649,69.49588030334085,59.567910227505635,1070.5903865546218
GROUP,GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,03_Group_Aggregated,12000.0,,4320.0,1920.0,540.0,2460.0,0.205,216.0,2100.0,540.54,1780.8,1465.1299999999999,1359.46,13632.0,5725.44,6270.72,5314.17,3003.0,2462.46,0.42,1.1799998870943158,1.0010000000000001,11.38888888888889,54.166,74.89810224089635,69.49620448179272,59.56789775910363,1253.3738487394955
GROUP,GROUP_UNMAPPED_43607439,UNMAPPED_43607439,2026-01-01,2025,03_Group_Aggregated,9500.0,,3420.0,1520.0,427.5,1947.5,0.205,171.0,1662.5,427.93,1409.8,1159.89,1076.24,10692.0,4490.64,4918.32,4168.07,2377.37,1949.4399999999998,0.42000000000000004,1.1799993762100924,1.0009961489088575,11.38888888888889,54.166,74.89780628040691,69.4962582927908,59.56754798761611,992.2484705882355
GROUP,GROUP_UNMAPPED_44307498,UNMAPPED_44307498,2026-01-01,2025,03_Group_Aggregated,15625.0,,5625.0,2500.0,703.12,3203.12,0.20499968,281.25,2734.37,703.83,2318.75,1907.72,1770.13,17895.0,7515.9,8231.7,6976.02,3910.15,3206.32,0.42,1.1799994839464336,1.000999025949699,11.388871111111111,54.166,74.89800879434823,69.49615892643556,59.567849867912685,1631.9958867921284
GROUP,GROUP_UNMAPPED_44524171,UNMAPPED_44524171,2026-01-01,2025,03_Group_Aggregated,9125.0,,3285.0,1460.0,410.62,1870.62,0.2049994520547945,164.25,1596.87,411.04,1354.15,1114.11,1033.75,10251.0,4305.42,4715.46,3996.15,2283.53,1872.4900000000002,0.42,1.1800007507225705,1.0009996685590876,11.388858447488584,54.166000000000004,74.8980822856385,69.49573431957239,59.56834796606611,953.0935674570577
GROUP,GROUP_UNMAPPED_44550002,UNMAPPED_44550002,2026-01-01,2025,03_Group_Aggregated,9250.0,,3330.0,1480.0,416.25,1896.25,0.205,166.5,1618.75,416.67,1372.7,1129.3700000000001,1047.92,10398.0,4367.16,4783.08,4053.46,2314.8199999999997,1898.1499999999996,0.42,1.1799993092321128,1.0010019775873433,11.38888888888889,54.166,74.89803315920963,69.49639791051557,59.56763524869406,966.1380840336132
GROUP,GROUP_UNMAPPED_44638778,UNMAPPED_44638778,2026-01-01,2025,03_Group_Aggregated,9375.0,,3375.0,1500.0,421.88,1921.88,0.20500053333333335,168.75,1640.63,422.3,1391.25,1144.6299999999999,1062.07,10545.0,4428.9,4850.7,4110.76,2346.1000000000004,1923.8000000000004,0.42,1.1800007784448616,1.000999021791163,11.388918518518519,54.166,74.89798534273196,69.49573512222756,59.56825022050438,979.2041132137707
GROUP,GROUP_UNMAPPED_44676394,UNMAPPED_44676394,2026-01-01,2025,03_Group_Aggregated,14375.0,,5175.0,2300.0,646.88,2946.88,0.20500034782608698,258.75,2515.63,647.52,2133.25,1755.1,1628.51,16425.0,6898.5,7555.5,6402.97,3597.3599999999997,2949.8399999999997,0.42,1.1799992815833902,1.0010044521663588,11.388908212560388,54.166,74.89799044091512,69.49582725368053,59.56816318723459,1501.4441132124884
GROUP,GROUP_UNMAPPED_44797285,UNMAPPED_44797285,2026-01-01,2025,03_Group_Aggregated,12625.0,,4545.0,2020.0,568.12,2588.12,0.20499960396039604,227.25,2209.37,568.69,1873.55,1541.44,1430.26,14367.0,6034.14,6608.82,5600.69,3159.4000000000005,2590.7100000000005,0.42000000000000004,1.1800010355866866,1.0010007263959941,11.388866886688668,54.166,74.89810806349409,69.49590515290447,59.568202910589605,1318.6604918289424
GROUP,GROUP_UNMAPPED_45038043,UNMAPPED_45038043,2026-01-01,2025,03_Group_Aggregated,7750.0,,2790.0,1240.0,348.75,1588.75,0.205,139.5,1356.25,349.1,1150.1,946.23,877.98,8634.0,3626.28,3971.64,3365.8,1939.44,1590.3400000000001,0.42000000000000004,1.1799988115752569,1.0010007867820614,11.38888888888889,54.16599999999999,74.89811873136351,69.49584169151532,59.56827703984817,809.4757647058819
GROUP,GROUP_UNMAPPED_45054208,UNMAPPED_45054208,2026-01-01,2025,03_Group_Aggregated,6750.0,,2430.0,1080.0,303.75,1383.75,0.205,121.5,1181.25,304.05,1001.7,824.14,764.69,7458.0,3132.36,3430.68,2907.36,1689.18,1385.13,0.42000000000000004,1.1799983490176653,1.0009972899728998,11.38888888888889,54.166,74.89849984438219,69.49563647681296,59.56886336756921,705.0342184873945
GROUP,GROUP_UNMAPPED_45088504,UNMAPPED_45088504,2026-01-01,2025,03_Group_Aggregated,9750.0,,3510.0,1560.0,438.75,1998.75,0.205,175.5,1706.25,439.19,1446.9,1190.42,1104.56,10986.0,4614.12,5053.56,4282.68,2439.94,2000.75,0.42,1.1799994396032392,1.0010006253908692,11.38888888888889,54.166,74.8982202111614,69.49612583494935,59.568094376212045,1018.3696134453785
GROUP,GROUP_UNMAPPED_45124442,UNMAPPED_45124442,2026-01-01,2025,03_Group_Aggregated,7000.0,,2520.0,1120.0,315.0,1435.0,0.205,126.0,1225.0,315.31,1038.8,854.6600000000001,793.02,7752.0,3255.84,3565.92,3021.97,1751.75,1436.44,0.42000000000000004,1.1799984778141412,1.0010034843205575,11.38888888888889,54.166,74.89817527010806,69.49635054021608,59.56782472989197,731.133848739496
GROUP,GROUP_UNMAPPED_45278636,UNMAPPED_45278636,2026-01-01,2025,03_Group_Aggregated,7625.0,,2745.0,1220.0,343.12,1563.12,0.20499934426229507,137.25,1334.37,343.47,1131.55,930.97,863.8199999999999,8487.0,3564.54,3904.02,3308.49,1908.1499999999999,1564.6799999999998,0.42,1.180000544054841,1.0009980039920159,11.388852459016393,54.166,74.8981789247236,69.49584295815626,59.56833596656733,796.4204918269824
GROUP,GROUP_UNMAPPED_45348336,UNMAPPED_45348336,2026-01-01,2025,03_Group_Aggregated,15875.0,,5715.0,2540.0,714.38,3254.38,0.20500031496062993,285.75,2778.13,715.09,2355.85,1938.24,1798.45,18189.0,7639.38,8366.94,7090.63,3972.7200000000003,3257.63,0.42,1.1799995204939477,1.0009986541215223,11.388906386701663,54.166,74.89795270188722,69.49615271416805,59.56779998771917,1658.1064325348677
GROUP,GROUP_UNMAPPED_45412956,UNMAPPED_45412956,2026-01-01,2025,03_Group_Aggregated,7500.0,,2700.0,1200.0,337.5,1537.5,0.205,135.0,1312.5,337.84,1113.0,915.71,849.65,8340.0,3502.8,3836.4,3251.19,1876.8700000000001,1539.0300000000002,0.42000000000000004,1.179998708165318,1.0009951219512196,11.38888888888889,54.166,74.89840896358544,69.49518207282914,59.5692268907563,783.3761344537816
GROUP,GROUP_UNMAPPED_45425059,UNMAPPED_45425059,2026-01-01,2025,03_Group_Aggregated,8000.0,,2880.0,1280.0,360.0,1640.0,0.205,144.0,1400.0,360.36,1187.2,976.75,906.3000000000001,8928.0,3749.76,4106.88,3480.41,2002.0,1641.6399999999999,0.42000000000000004,1.1799989081746116,1.001,11.38888888888889,54.166,74.89784663865547,69.49569327731092,59.56815336134454,835.5861512605044
